Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
07-APR-2021,14716.45,14879.8,14649.85,14819.05,476382016,35184.96
08-APR-2021,14875.65,14984.15,14821.1,14873.8,503728173,34444.56
09-APR-2021,14882.65,14918.45,14785.65,14834.85,498347599,35010.36
12-APR-2021,14644.65,14652.5,14248.7,14310.8,638475842,43433.24
13-APR-2021,14364.9,14528.9,14274.9,14504.8,588666016,40846.57
15-APR-2021,14522.4,14597.55,14353.2,14581.45,556851211,40177.25
16-APR-2021,14599.6,14697.7,14559,14617.85,568568743,36653.65
19-APR-2021,14306.6,14382.3,14191.4,14359.45,503142904,34751.95
20-APR-2021,14526.7,14526.95,14207.3,14296.4,456704716,34687.11
22-APR-2021,14219.15,14424.75,14151.4,14406.15,516985252,37235.71
23-APR-2021,14326.35,14461.15,14273.3,14341.35,476613608,31894.66
26-APR-2021,14449.45,14557.5,14421.3,14485,448533329,33156.16
27-APR-2021,14493.8,14667.55,14484.85,14653.05,442211685,32181.14
28-APR-2021,14710.5,14890.25,14694.95,14864.55,453990807,37650.11
29-APR-2021,14979,15044.35,14814.45,14894.9,511466673,41597.37
30-APR-2021,14747.35,14855.45,14601.7,14631.1,594744498,40335.86
03-MAY-2021,14481.05,14673.85,14416.25,14634.15,443410846,32538.97
04-MAY-2021,14687.25,14723.4,14461.5,14496.5,479657079,34024.77
05-MAY-2021,14604.15,14637.9,14506.6,14617.85,437261063,28942.47
06-MAY-2021,14668.35,14743.9,14611.5,14724.8,445281496,31015.95
07-MAY-2021,14816.85,14863.05,14765.5,14823.15,483677266,33583.37
10-MAY-2021,14928.25,14966.9,14892.5,14942.35,510598577,31620.64
11-MAY-2021,14789.7,14900,14771.4,14850.75,616204478,32955.82
12-MAY-2021,14823.55,14824.05,14649.7,14696.5,620318215,32035.23
14-MAY-2021,14749.4,14749.65,14591.9,14677.8,602738614,39176.28
17-MAY-2021,14756.25,14938,14725.35,14923.15,534516176,35571.28
18-MAY-2021,15067.2,15137.25,15043.7,15108.1,571923125,35634.73
19-MAY-2021,15058.6,15133.4,15008.85,15030.15,563293717,31100.21
20-MAY-2021,15042.6,15069.8,14884.9,14906.05,467455658,28002.53
21-MAY-2021,14987.8,15190,14985.85,15175.3,557730470,31921.76
24-MAY-2021,15211.35,15256.25,15145.45,15197.7,566722866,32061.04
25-MAY-2021,15291.75,15293.85,15163.4,15208.45,417323446,26871.99
26-MAY-2021,15257.05,15319.9,15194.95,15301.45,377682051,26187.83
27-MAY-2021,15323.95,15384.55,15272.5,15337.85,682374351,48219.93
28-MAY-2021,15421.2,15469.65,15394.75,15435.65,455582440,32992.08
31-MAY-2021,15437.75,15606.35,15374,15582.8,435999456,32739.29
01-JUN-2021,15629.65,15660.75,15528.3,15574.85,409562322,27964.09
02-JUN-2021,15520.35,15597.45,15459.85,15576.2,428641666,28781.87
03-JUN-2021,15655.55,15705.1,15611,15690.35,410240584,27519.48
04-JUN-2021,15712.5,15733.6,15622.35,15670.25,414162241,25363.03
07-JUN-2021,15725.1,15773.45,15678.1,15751.65,393970049,25411.48
08-JUN-2021,15773.9,15778.8,15680,15740.1,378164658,24172.13
09-JUN-2021,15766.3,15800.45,15566.9,15635.35,457855735,26926.49
10-JUN-2021,15692.1,15751.25,15648.5,15737.75,298297041,23032.9
11-JUN-2021,15796.45,15835.55,15749.8,15799.35,363011297,24591.69
14-JUN-2021,15791.4,15823.05,15606.5,15811.85,392862037,28001.5
15-JUN-2021,15866.95,15901.6,15842.4,15869.25,323262818,22181.26
16-JUN-2021,15847.5,15880.85,15742.6,15767.55,340191175,22505.95
17-JUN-2021,15648.3,15769.35,15616.75,15691.4,357649243,26048.47
18-JUN-2021,15756.5,15761.5,15450.9,15683.35,640821642,42024.55
21-JUN-2021,15525.85,15765.15,15505.65,15746.5,351530072,22525.89
22-JUN-2021,15840.5,15895.75,15752.1,15772.75,322237561,24440.47
23-JUN-2021,15862.8,15862.95,15673.95,15686.95,287536735,23222.94
24-JUN-2021,15737.3,15821.4,15702.7,15790.45,316662241,29623.58
25-JUN-2021,15839.35,15870.8,15772.3,15860.35,314614380,26933.22
28-JUN-2021,15915.35,15915.65,15792.15,15814.7,255099272,18713.41
29-JUN-2021,15807.5,15835.9,15724.05,15748.45,360334724,24392.13
30-JUN-2021,15776.9,15839.1,15708.75,15721.5,262386323,20379.76
01-JUL-2021,15755.05,15755.55,15667.05,15680,224921644,17359.97
02-JUL-2021,15705.85,15738.35,15635.95,15722.2,254808999,18015.42
05-JUL-2021,15793.4,15845.95,15762.05,15834.35,207032153,14976.54
06-JUL-2021,15813.75,15914.2,15801,15818.25,391410742,24456.05
07-JUL-2021,15819.6,15893.55,15779.7,15879.65,329308646,22259.96
08-JUL-2021,15855.4,15885.75,15682.9,15727.9,307928495,19597.95
09-JUL-2021,15688.25,15730.85,15632.75,15689.8,243249366,19976.86
12-JUL-2021,15766.8,15789.2,15644.75,15692.6,216272488,18482.89
13-JUL-2021,15794,15820.8,15744.6,15812.35,246676549,18205.97
14-JUL-2021,15808.7,15877.35,15764.2,15853.95,239924352,18372.84
15-JUL-2021,15872.15,15952.35,15855,15924.2,284851049,20961.37
16-JUL-2021,15958.35,15962.25,15882.6,15923.4,276298105,18758.13
19-JUL-2021,15754.5,15836.9,15707.5,15752.4,242131813,18088.78
20-JUL-2021,15703.95,15728.45,15578.55,15632.1,274284165,21329.55
22-JUL-2021,15736.6,15834.8,15726.4,15824.05,265250867,23988.39
23-JUL-2021,15856.8,15899.8,15768.4,15856.05,294098244,20685.82
26-JUL-2021,15849.3,15893.35,15797,15824.45,267076679,19487.18
27-JUL-2021,15860.5,15881.55,15701,15746.45,311012065,26117.34
28-JUL-2021,15761.55,15767.5,15513.45,15709.4,318601589,26090.48
29-JUL-2021,15762.7,15817.35,15737.8,15778.45,401584915,29460.54
30-JUL-2021,15800.6,15862.8,15744.85,15763.05,400021237,30539.63
02-AUG-2021,15874.9,15892.9,15834.65,15885.15,244847433,20766.99
03-AUG-2021,15951.55,16146.9,15914.35,16130.75,341289658,26373.24
04-AUG-2021,16195.25,16290.2,16176.15,16258.8,427337644,32434.78
05-AUG-2021,16288.95,16349.45,16210.3,16294.6,418174517,31386.78
06-AUG-2021,16304.4,16336.75,16223.3,16238.2,320087281,24716.17
09-AUG-2021,16281.35,16320.75,16179.05,16258.25,240452917,18302.03
10-AUG-2021,16274.8,16359.25,16202.25,16280.1,287989486,22600.38
11-AUG-2021,16327.3,16338.75,16162.55,16282.25,277895886,20306.59
12-AUG-2021,16303.65,16375.5,16286.9,16364.4,280181324,18548.87
13-AUG-2021,16385.7,16543.6,16376.3,16529.1,321866286,27163.08
16-AUG-2021,16518.4,16589.4,16480.75,16563.05,254049330,21456.2
17-AUG-2021,16545.25,16628.55,16495.4,16614.6,297388470,25696.44
18-AUG-2021,16691.95,16701.85,16535.85,16568.85,251796822,22721.54
